S No.,name,genre,type,episodes,rating,Anime_Archetype
8600,Gattai Robot Atranger,Mecha,OVA,1,4.77,Luminarch Dominion
8601,Gaza: Changing the World,"Drama, Supernatural",ONA,1,5.14,Luminarch Dominion
8602,gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,"Comedy, Fantasy",Movie,1,6.71,Chronovault Nexus
8603,Geba Geba Shou Time!,Comedy,OVA,1,5,Luminarch Dominion
8604,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.66,Obliviscaris Spire
8605,Gegege no Kitarou: Jigoku-hen,"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,7,6.23,Obliviscaris Spire
8606,Gegege no Kitarou: Kitarou no Yuurei Densha,"Adventure, Demons, Super Power, Supernatural",Movie,1,5.91,Obliviscaris Spire
8607,Gegege no Kitarou: Kitarou Tanjou-hen,Supernatural,Special,1,5.13,Luminarch Dominion
8608,Gegege no Kitarou: Obake Nighter,"Adventure, Comedy, Fantasy, Horror, Sports, Supernatural",Movie,1,6.56,Obliviscaris Spire
8609,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.53,Obliviscaris Spire
8610,Gegege no Kitarou: Youkai Daisensou,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.38,Obliviscaris Spire
8611,Gegege no Kitarou: Youkai Japan Rally 3D,"Adventure, Cars, Fantasy, Supernatural",Movie,1,4.3,Chronovault Nexus
8612,Gekikara Gag Gekijou: Tabasco Shower,"Comedy, Ecchi",OVA,2,4.83,Luminarch Dominion
8613,Gekisou! Rubenkaiser,"Cars, Shounen, Sports",TV,17,7.17,Obliviscaris Spire
8614,Genbaku Dome Monogatari,"Drama, Historical",OVA,1,7,Chronovault Nexus
8615,Gene,Music,Music,1,3.95,Luminarch Dominion
8616,Gene Diver,"Action, Adventure, Shounen",TV,56,6.3,Obliviscaris Spire
8617,Genei Toshi,Dementia,Movie,1,4.13,Luminarch Dominion
8618,Genji,"Historical, Magic, Romance",OVA,2,6.38,Chronovault Nexus
8619,Genki Bakuhatsu Ganbaruger: Hyakka,"Action, Mecha, Shounen",OVA,1,6.14,
8620,Genki Genki Non-tan,"Kids, Music",TV,15,6.17,Luminarch Dominion
8621,Genki Genki Non-tan (2004),"Kids, Music",TV,10,6,Luminarch Dominion
8622,Genki Genki Non-tan (2006),"Kids, Music",TV,10,6,Luminarch Dominion
8623,Genki Genki Non-tan: Deka Deka Arigatou,"Kids, Music",OVA,1,6.75,Luminarch Dominion
8624,Genki Genki Non-tan: Spoon Tan Tan Tan,"Kids, Music",OVA,1,6,Luminarch Dominion
8625,Genki Genki Non-tan: Utaou! Christmas,"Kids, Music",OVA,1,6,Luminarch Dominion
8626,Genki!! Ekoda-chan,Comedy,TV,22,5.5,Luminarch Dominion
8627,Genkichi Jiisan to Kogitsune,"Drama, Kids",OVA,1,6.6,Chronovault Nexus
8628,Genroku Koi Moyou: Sankichi to Osayo,"Adventure, Romance",Movie,1,4.93,Chronovault Nexus
8629,Gensei Shugoshin P-hyoro Ikka,"Adventure, Fantasy",Movie,1,6,Chronovault Nexus
8630,Gensei Shugoshin P-hyoro Ikka OVA,"Adventure, Fantasy, Shoujo",OVA,3,5.25,Chronovault Nexus
8631,Geori-eui Mubeopja,"Action, Martial Arts",Movie,1,5.53,Luminarch Dominion
8632,Geunyeoneun Yeppeotda,"Comedy, Drama, Romance",Movie,1,6.65,Celestara Veil
8633,Ghost Messenger,"Action, Fantasy",OVA,6,6.91,Chronovault Nexus
8634,Ghost Messenger Movie,"Action, Fantasy",Movie,1,5.67,Chronovault Nexus
8635,Giga Tribe,"Comedy, Parody, Shounen, Super Power",TV,39,5.5,Obliviscaris Spire
8636,Gijinka de Manabo!,"Comedy, Sci-Fi",ONA,1,5.29,Luminarch Dominion
8637,Gin no Rousokutate,"Drama, Kids",OVA,1,4.36,Chronovault Nexus
8638,Ginga Hyouryuu Vifam 13,"Action, Adventure, Mecha, Sci-Fi",TV,26,6.54,
8639,Ginga Hyouryuu Vifam: Atsumatta 13-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.07,
8640,Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy, Parody, Police",Special,1,6,Obliviscaris Spire
8641,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6,
8642,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,"Action, Mecha, School, Sci-Fi, Seinen, Space",Movie,1,7,
8643,Ginga Shounen Tai,"Action, Adventure, Kids, Space",TV,92,6.38,
8644,Ginga Tetsudou 999 (ONA),"Adventure, Drama, Sci-Fi, Space",ONA,6,6.47,
8645,Ginga Tetsudou 999 for Planetarium,"Adventure, Drama, Sci-Fi, Space",Movie,1,6.8,
8646,Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,"Adventure, Drama, Sci-Fi, Space",Movie,1,6.53,
8647,Ginga Tetsudou 999: Niji no Michishirube,"Drama, Sci-Fi",Movie,1,6.62,Luminarch Dominion
8648,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,"Adventure, Drama, Sci-Fi, Space",Special,1,6.22,
8649,GJ8 Man,"Comedy, Supernatural",ONA,Unknown,5,Luminarch Dominion
8650,Glass no Chikyuu wo Sukue Unico Tokubetsu-hen,"Fantasy, Kids",Movie,1,6.61,Chronovault Nexus
8651,Glass no Kamen Desu ga to Z,"Comedy, Parody",TV,14,6.02,Luminarch Dominion
8652,Go Go Smile Anime,"Comedy, Music",Special,6,4.71,Luminarch Dominion
8653,Go Go Toraemon,"Comedy, Sports",OVA,1,4.7,Luminarch Dominion
8654,Go! Go! Kadendanshi,"Action, Seinen",ONA,78,5.25,Luminarch Dominion
8655,Go! Go! Kadendanshi 2nd Season,"Action, Seinen",ONA,78,5.25,Luminarch Dominion
8656,Go! Go! Vejitan,"Kids, Sci-Fi, Space",Special,1,5.33,
8657,Go! Samurai,"Action, Samurai",ONA,1,6.6,Aetherial Sanctum
8658,GO-GO Tamagotchi!,"Comedy, Fantasy, Kids",TV,50,7.17,Chronovault Nexus
8659,Go-hiki no Kobuta to Charleston,Music,Music,1,4,Luminarch Dominion
8660,Go-hiki no Kozaru-tachi,Demons,Movie,1,3.88,Luminarch Dominion
8661,Goannai Shimasu Another World e,Slice of Life,OVA,1,6.08,Luminarch Dominion
8662,Gogulyeoui Jeolm-eun Musadeul,Historical,TV,Unknown,4.75,Chronovault Nexus
8663,Gohan Kaijuu Pap,"Action, Comedy, Kids",TV,Unknown,4.25,Chronovault Nexus
8664,Goi-sensei to Tarou,"Drama, Kids, School",OVA,1,6,Chronovault Nexus
8665,Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,Comedy,ONA,3,5.5,Luminarch Dominion
8666,Gokuu no Daibouken Pilot,"Comedy, Fantasy",Special,1,5.22,Chronovault Nexus
8667,Gokyoudai Monogatari,Comedy,TV,32,6.5,Luminarch Dominion
8668,Gold Pencil And Alien Boy,"Adventure, Kids, Space",Movie,1,3.56,Chronovault Nexus
8669,Golden Kids,"School, Sports",ONA,2,4.61,Luminarch Dominion
8670,Goman-hiki,Kids,Movie,100,7,Chronovault Nexus
8671,"Gomen ne, Mii-chan","Drama, Kids",OVA,1,7.5,Chronovault Nexus
8672,Gon 2nd Season,"Action, Adventure, Kids",TV,26,5.92,Chronovault Nexus
8673,Gongitsune,Adventure,Movie,1,7.22,Chronovault Nexus
8674,Gongnyong Baengmannyeon Ttori,"Action, Adventure, Shounen",Movie,1,4,Chronovault Nexus
8675,Good Morning!!! Doronjo,"Comedy, Parody",TV,225,6,Luminarch Dominion
8676,Gorillaman,"Comedy, School, Seinen",OVA,2,6.4,Celestara Veil
8677,Gothicmade: Hana no Utame,"Mecha, Romance, Sci-Fi",Movie,1,5.93,
8678,Gozonji! Gekkou Kamen-kun,"Comedy, Parody, Sci-Fi",TV,25,7,Luminarch Dominion
8679,Gra-P &amp; Rodeo,"Comedy, Music",TV,61,5.6,Luminarch Dominion
8680,Gra-P &amp; Rodeo 2nd Season,"Comedy, Music",TV,Unknown,3.92,Luminarch Dominion
8681,Gra-P &amp; Rodeo: Band wo P,"Comedy, Music",Special,1,3.11,Luminarch Dominion
8682,Graphillion: Kazoeage Oneesan wo Sukue,Kids,ONA,1,3.75,Chronovault Nexus
8683,Grasshopper Monogatari,"Kids, Music",Music,1,4.18,Luminarch Dominion
8684,Great Hunt,"Comedy, Music",TV,6,4.75,Luminarch Dominion
8685,Greed,"Adventure, Fantasy",OVA,1,5.51,Chronovault Nexus
8686,Greek Roman Sinhwa: Olympus Guardian,"Adventure, Fantasy, Historical",TV,39,6.57,Chronovault Nexus
8687,Greek Roman Sinhwa: Olympus Guardian (Movie),"Adventure, Fantasy, Historical",Movie,1,6,Chronovault Nexus
8688,Green Saver,"Adventure, Kids",TV,26,5.43,Chronovault Nexus
8689,Grim,Dementia,Movie,1,4.32,Luminarch Dominion
8690,Gu-Gu Ganmo (Movie),Comedy,Movie,1,5.58,Luminarch Dominion
8691,Guilstein,"Action, Horror, Sci-Fi",Movie,1,5.33,Luminarch Dominion
8692,Guitar Shoujo!,Slice of Life,Special,1,4.54,Luminarch Dominion
8693,Gun-dou Musashi Recap,"Adventure, Fantasy, Samurai",Special,1,4.62,Aetherial Sanctum
8694,GUNbare! Game Tengoku 2 the Movie,"Action, Adventure, Comedy",OVA,1,5.09,Chronovault Nexus
8695,Gunners,"Action, Mecha",ONA,1,4.51,
8696,Guru Guru Town Hanamaru-kun,Kids,TV,101,6.53,Chronovault Nexus
8697,Gutchonpa Omoshiro Hanashi,Kids,TV,5,6.67,Chronovault Nexus
8698,Hachikadzuki-hime,"Drama, Fantasy, Historical, Kids",OVA,1,7,Chronovault Nexus
8699,Hadakya no Otonosama,"Kids, Slice of Life",ONA,2,3.34,Chronovault Nexus
8700,Hadashi Neko,"Adventure, Comedy",Special,1,4.79,Chronovault Nexus
8701,Haedori Daemoheom,"Adventure, Drama, Military",Movie,1,5.1,Chronovault Nexus
8702,Hage,"Drama, Kids, School",OVA,1,6.43,Chronovault Nexus
8703,Haguregumo,"Comedy, Historical, Seinen",Movie,1,6.71,Chronovault Nexus
8704,Haha Uzura,"Drama, Kids",OVA,1,8.5,Chronovault Nexus
8705,Haha wo Tazunete Sanzenri (Movie),"Adventure, Drama, Historical, Slice of Life",Movie,1,6.81,Chronovault Nexus
8706,Haha wo Tazunete Sanzenri Specials,"Adventure, Drama, Slice of Life",Special,2,6.14,Chronovault Nexus
8707,Hajime Ningen Gon,"Comedy, Historical",TV,39,6.46,Chronovault Nexus
8708,Hajime Ningen Gyatoruz,"Comedy, Historical",TV,77,6.47,Chronovault Nexus
8709,Hajimete no Christmas,Kids,Special,1,6.3,Chronovault Nexus
8710,Hajimete no Eigo: Nippon Mukashibanashi,"Fantasy, Kids",OVA,18,8.17,Chronovault Nexus
8711,Hajimete no Eigo: Sekai Meisaku Douwa,"Fantasy, Kids",OVA,18,5.33,Chronovault Nexus
8712,Hakken Taiken Daisuki! Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",TV,101,6.85,Chronovault Nexus
8713,Hakuchuu Meikyuu,Dementia,ONA,1,3.02,Luminarch Dominion
8714,Hakusai Anime,"Comedy, Romance, School, Slice of Life",ONA,3,6.56,Celestara Veil
8715,Hakusai Anime Special,"Comedy, School",Special,1,4.75,Luminarch Dominion
8716,Hal no Fue,"Adventure, Kids",Movie,1,6.44,Chronovault Nexus
8717,Hamster Sam,"Kids, Music",TV,4,6,Luminarch Dominion
8718,Hamuko Mairu!,"Adventure, Comedy",OVA,1,4.6,Chronovault Nexus
8719,Hana Ichi Monme,"Adventure, Kids",OVA,3,7.25,Chronovault Nexus
8720,Hana no Asukagumi! 2: Lonely Cats Battle Royale,"Adventure, Drama, Shoujo",OVA,1,5.3,Chronovault Nexus
8721,Hana no Kakarichou,"Comedy, Seinen, Slice of Life",TV,25,6.5,Celestara Veil
8722,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,"Adventure, Fantasy, Magic, Shoujo",Movie,1,5.51,Chronovault Nexus
8723,Hana no Zundamaru,"Comedy, Martial Arts, Parody",ONA,8,5.1,Luminarch Dominion
8724,Hana no Zundamaru: Junk,"Comedy, Martial Arts, Parody",ONA,3,3.96,Luminarch Dominion
8725,Hana to Shounen,Fantasy,OVA,1,7.25,Chronovault Nexus
8726,Hanakappa,"Comedy, Kids",TV,Unknown,5.42,Chronovault Nexus
8727,Hanakappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken,"Comedy, Kids",Movie,1,6.2,Chronovault Nexus
8728,"Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi","Drama, Fantasy, Kids",OVA,1,4.67,Chronovault Nexus
8729,Hanamaru Koutsuu Anzen,"Drama, Kids",OVA,1,6.17,Chronovault Nexus
8730,Hanasaka Jiisan,"Comedy, Drama",Movie,1,4.26,Luminarch Dominion
8731,Hanasaka Tenshi Tenten-kun,"Comedy, Fantasy",TV,43,6.75,Chronovault Nexus
8732,Hanawa Hekonai Kappa Matsuri,"Comedy, Kids",Movie,1,6.6,Chronovault Nexus
8733,Hane (2016),Music,Music,1,5.24,Luminarch Dominion
8734,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,"Kids, Parody",OVA,1,7,Chronovault Nexus
8735,Hangyodon no Hadaka no Ou-sama,"Fantasy, Kids",OVA,1,5.91,Chronovault Nexus
8736,Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,"Historical, Kids",OVA,1,5.7,Chronovault Nexus
8737,Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,"Kids, Sci-Fi",OVA,1,5.55,Chronovault Nexus
8738,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,"Kids, Sci-Fi",OVA,1,5.67,Chronovault Nexus
8739,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.","Drama, Historical, Kids",OVA,1,7,Chronovault Nexus
8740,Happening Star ☆,"Comedy, Sci-Fi",OVA,1,5.25,Luminarch Dominion
8741,Happy Hour,Music,Music,1,4.24,Luminarch Dominion
8742,Happy Jozy,Comedy,TV,Unknown,5.38,Luminarch Dominion
8743,Happyakuyachou Hyouri Kewaishi,"Drama, Historical",TV,16,5.68,Chronovault Nexus
8744,Happy☆Lucky Bikkuriman,"Adventure, Comedy, Fantasy, Kids",TV,46,7.15,Chronovault Nexus
8745,Harbor Tale,"Adventure, Fantasy",Movie,1,7.67,Chronovault Nexus
8746,Hare Tokidoki Buta,"Comedy, Kids",Movie,1,4.7,Chronovault Nexus
8747,Harinezumi,Music,Music,1,5.34,Luminarch Dominion
8748,Harisu no Kaze,"Comedy, School",TV,70,6.44,Celestara Veil
8749,Harley Spiny,Kids,TV,140,6.06,Chronovault Nexus
8750,Haruko no Bouken,Dementia,Movie,1,3.9,Luminarch Dominion
8751,Hashiri Hajimeta bakari no Kimi ni,Music,Music,1,6.76,Luminarch Dominion
8752,Hasu no Yousei: Bonyo Bonyo,"Fantasy, Kids",Special,1,7,Chronovault Nexus
8753,Hatara Kids Mai Ham Gumi,"Action, Kids",TV,50,5.54,Chronovault Nexus
8754,Hato no Oyome-san,Comedy,TV,22,3.62,Luminarch Dominion
8755,Hato yo: Hiroshima no Sora wo,"Historical, Kids",OVA,1,8.5,Chronovault Nexus
8756,Hawaiian Rock&#039;n Roll,"Kids, Music",Music,1,5.2,Luminarch Dominion
8757,Hayabusa: Back to the Earth,Historical,Movie,1,5.8,Chronovault Nexus
8758,Hayabusa: Back to the Earth - Kikan,Historical,Movie,1,4.3,Luminarch Dominion
8759,Hayan Ma-eum Baeggu,Adventure,TV,13,7.06,Chronovault Nexus
8760,Hayou no Ken: Shikkoku no Mashou,"Fantasy, Shoujo, Supernatural",OVA,2,5.79,Chronovault Nexus
8761,Hazedon,"Adventure, Comedy, Kids",TV,26,5.8,Chronovault Nexus
8762,Heart Cocktail,"Romance, Seinen",TV,77,6.36,Celestara Veil
8763,Heart Cocktail Again,"Romance, Seinen",OVA,1,6.38,Celestara Veil
8764,Heavy,"Action, Drama, Sports",Movie,1,6.2,Luminarch Dominion
8765,Heibai Wushang,"Action, Comedy, Supernatural",TV,12,7.6,Obliviscaris Spire
8766,Heijoukyou: Yasukerashi Miyako,Historical,Movie,1,7,Chronovault Nexus
8767,Heisei Inu Monogatari Bow Movie,"Adventure, Comedy",Movie,1,6.57,Chronovault Nexus
8768,Heisei no Cinderella: Kiko-sama Monogatari,"Historical, Romance",Special,1,5.06,Chronovault Nexus
8769,Heisei Policemen!!,"Comedy, Police",ONA,6,5.78,Luminarch Dominion
8770,Heisei Tensai Bakabon,"Comedy, Slice of Life",TV,46,6.77,Luminarch Dominion
8771,Heli-Tako Puu-chan,"Comedy, Kids",TV,42,6.86,Chronovault Nexus
8772,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,Kids,OVA,1,6.04,Chronovault Nexus
8773,Hello Kitty no Cinderella (OVA),"Fantasy, Kids",OVA,1,5.83,Chronovault Nexus
8774,Hello Kitty no Circus ga Yatte Kita,"Fantasy, Kids",OVA,1,6.51,Chronovault Nexus
8775,Hello Kitty no Fushigi na Mizuumi,"Fantasy, Kids",OVA,1,6.35,Chronovault Nexus
8776,Hello Kitty no Hajimete no Christmas Cake,Kids,OVA,1,6.17,Chronovault Nexus
8777,Hello Kitty no Hakuchou no Ouji,"Fantasy, Kids",OVA,1,6.26,Chronovault Nexus
8778,Hello Kitty no Hansel to Gretel,"Fantasy, Kids",OVA,1,5.76,Chronovault Nexus
8779,Hello Kitty no Happy! Kasou Taikai,Kids,OVA,1,6.43,Chronovault Nexus
8780,Hello Kitty no Kieta Santa-san no Boushi,"Fantasy, Kids",OVA,1,6.55,Chronovault Nexus
8781,Hello Kitty no Kieta Santa-san no Okurimono,Kids,OVA,1,5.59,Chronovault Nexus
8782,Hello Kitty no Kurumi Wari Ningyou,"Fantasy, Kids",OVA,1,6.06,Chronovault Nexus
8783,Hello Kitty no London ni Orita Uchuujin,Kids,OVA,1,6.3,Chronovault Nexus
8784,Hello Kitty no Mahou no Ringo,"Fantasy, Kids",OVA,1,6.81,Chronovault Nexus
8785,Hello Kitty no Match Uri Shoujo,"Fantasy, Kids",OVA,1,6.91,Chronovault Nexus
8786,Hello Kitty no Minna no Mori wo Mamore!,Kids,OVA,1,6.61,Chronovault Nexus
8787,Hello Kitty no Minna no Tanoshii Natsuyasumi,"Fantasy, Kids",OVA,1,6.8,Chronovault Nexus
8788,Hello Kitty no Momotarou,"Fantasy, Kids",OVA,1,5.93,Chronovault Nexus
8789,Hello Kitty no Nagagutsu wo Naita Neko,"Fantasy, Kids",OVA,1,6.04,Chronovault Nexus
8790,Hello Kitty no Nemureru Mori no Bijo,"Fantasy, Kids",OVA,1,6.64,Chronovault Nexus
8791,Hello Kitty no Okaze wo Hiita Santa-san,"Fantasy, Kids",OVA,1,6.57,Chronovault Nexus
8792,Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,"Fantasy, Kids",OVA,1,6,Chronovault Nexus
8793,Hello Kitty no Oyayubi-hime,"Adventure, Fantasy, Kids",Movie,1,5.14,Chronovault Nexus
8794,Hello Kitty no Oyayubi-hime (OVA),"Fantasy, Kids",OVA,1,5.83,Chronovault Nexus
8795,Hello Kitty no Papa Nante Daikirai,"Kids, Slice of Life",OVA,1,6.63,Chronovault Nexus
8796,Hello Kitty no Sanbiki no Kobuta,"Fantasy, Kids",OVA,1,6.33,Chronovault Nexus
8797,Hello Kitty no Santa-san ga Futari Ita,"Fantasy, Music",OVA,1,6.6,Luminarch Dominion
8798,Hello Kitty no Shiawase no Aoi Hotaru,Kids,OVA,1,6,Chronovault Nexus
8799,Hello Kitty no Shiawase no Tulip,Kids,Special,1,6.14,Chronovault Nexus
8800,Hello Kitty no Shirayuki-hime,"Fantasy, Kids",OVA,1,6.31,Chronovault Nexus
8801,Hello Kitty no Shirayuki-hime (OVA),"Fantasy, Kids",OVA,1,6.27,Chronovault Nexus
8802,Hello Kitty no Shoukoujo,"Fantasy, Kids",OVA,1,6.47,Chronovault Nexus
8803,Hello Kitty no Stump Village,"Fantasy, Kids",TV,26,5.67,Chronovault Nexus
8804,Hello Kitty no Suteki na Kyoudai,"Fantasy, Kids",OVA,1,6.94,Chronovault Nexus
8805,Hello Kitty no Tomatta Big Ben,"Fantasy, Kids",OVA,1,6.67,Chronovault Nexus
8806,Hello Kitty no Yappari Mama ga Suki,"Fantasy, Kids",OVA,1,6.64,Chronovault Nexus
8807,Hello Kitty no Yuki no Joou,"Fantasy, Kids",OVA,1,6.18,Chronovault Nexus
8808,Hello Kitty no Yume Dorobou,"Fantasy, Kids",OVA,1,6.05,Chronovault Nexus
8809,Hello Kitty no Yume no Oshiro no Ouji-sama,"Fantasy, Kids",OVA,1,6.21,Chronovault Nexus
8810,Hello Kitty no Yuubinya-san Arigatou,"Fantasy, Kids",OVA,1,6.23,Chronovault Nexus
8811,Hello Kitty to Issho,"Comedy, Kids, Slice of Life",OVA,16,6.04,Chronovault Nexus
8812,Hello Kitty to Miyou: Aesop Monogatari,"Fantasy, Kids",OVA,4,5.25,Chronovault Nexus
8813,Hello Kitty: Mahou no Mori no Ohimesama,"Fantasy, Kids, Magic",Movie,1,6.36,Chronovault Nexus
8814,Hello Kitty: Ringo no Mori no Fantasy,"Comedy, Fantasy, Kids",TV,13,5.84,Chronovault Nexus
8815,Hello Kitty: Ringo no Mori no Mystery,"Comedy, Kids, Mystery",TV,13,5.94,Chronovault Nexus
8816,Hello Kitty: Ringo no Mori to Parallel Town,"Comedy, Fantasy, Kids",TV,27,6.38,Chronovault Nexus
8817,Henkei Sakuhin Dai 2-ban,Dementia,Movie,1,2.69,Luminarch Dominion
8818,Henna Ie!,"Kids, Music",Music,1,3.33,Luminarch Dominion
8819,Hennako-chan,Comedy,ONA,6,6.04,Luminarch Dominion
8820,Henteko na Volunteer,"Drama, Slice of Life",OVA,1,8.33,Luminarch Dominion
8821,Heong-geuli Beseuteu 5,Sports,Movie,1,4.5,Luminarch Dominion
8822,Hero Company,"Comedy, Seinen",OVA,2,5.21,Luminarch Dominion
8823,Hero Hero-kun,"Adventure, Comedy, Game, Kids",TV,104,6.33,Eclipsed Reverie
8824,Heungnyongwanggwa Bihodongja,"Action, Adventure, Martial Arts, Shounen",Movie,1,3.8,Obliviscaris Spire
8825,Hey Yo Yorang,"Adventure, Comedy, Fantasy, Kids, Magic",TV,26,6.32,Chronovault Nexus
8826,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,"Drama, Kids",OVA,1,8.4,Chronovault Nexus
8827,Hi no Tori: Hagoromo-hen,Drama,Movie,1,6.42,Luminarch Dominion
8828,Hi no Tori: Kizuna-hen,"Fantasy, Kids",Special,1,7.56,Chronovault Nexus
8829,Hi no Tori: Reimei-hen,"Adventure, Drama, Fantasy, Historical",Movie,1,7.44,Chronovault Nexus
8830,Hibike! Wadaiko,"Drama, Kids",OVA,1,6.78,Chronovault Nexus
8831,Hidamari no Ie,"Drama, Kids",OVA,1,7,Chronovault Nexus
8832,Hidamari no Ki,"Drama, Historical",TV,25,6.27,Chronovault Nexus
8833,Hidari no O&#039;Clock!!,Drama,OVA,2,6.59,Luminarch Dominion
8834,Higanjima X,"Fantasy, Horror, Seinen, Vampire",ONA,12,5.14,Obliviscaris Spire
8835,High School Jingi,"Action, Comedy, Seinen",OVA,1,5,Luminarch Dominion
8836,High School Mystery: Gakuen Nanafushigi,"Horror, Mystery",TV,41,7.14,Obliviscaris Spire
8837,Hikari: Kariya wo Tsunagu Monogatari,Sports,Special,1,5.52,Luminarch Dominion
8838,Hikaru Genji: Paradise Ginga,"Music, Space",Music,1,4.4,Luminarch Dominion
8839,Hikaru Genji: Taiyou ga Ippai,"Adventure, Music",Music,1,3.73,Luminarch Dominion
8840,Hikaru no Gen-chan,"Historical, Kids, Music",Music,1,4.58,Chronovault Nexus
8841,Hikawa Maru Monogatari,"Drama, Historical",Movie,1,7.3,Chronovault Nexus
8842,Himalaya no Hikari no Oukoku,"Adventure, Fantasy",OVA,1,6.63,Chronovault Nexus
8843,Himawari no You ni,"Drama, Kids",OVA,1,7,Chronovault Nexus
8844,Himitsukessha Taka no Tsume Countdown,"Comedy, Parody, Super Power",TV,12,6.17,Luminarch Dominion
8845,Himitsukessha Taka no Tsume DO,"Comedy, Parody, Super Power",TV,Unknown,6.2,Luminarch Dominion
8846,Himitsukessha Taka no Tsume EX,"Comedy, Parody, Super Power",TV,38,6.7,Luminarch Dominion
8847,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody",TV,9,5.37,Luminarch Dominion
8848,Himitsukessha Taka no Tsume GT,"Comedy, Parody, Super Power",ONA,Unknown,5.14,Luminarch Dominion
8849,Himitsukessha Taka no Tsume MAX,"Comedy, Parody, Super Power",TV,38,7,Luminarch Dominion
8850,Himitsukessha Taka no Tsume NEO,"Comedy, Parody, Super Power",TV,38,6.62,Luminarch Dominion
8851,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,"Comedy, Parody, Super Power",Movie,1,5.47,Luminarch Dominion
8852,Himitsukessha Taka no Tsume The Movie 2: Watashi wo Aishita Kuro Oolong-Cha,"Comedy, Parody, Super Power",Movie,1,5.06,Luminarch Dominion
8853,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,"Comedy, Parody, Super Power",Movie,1,5.27,Luminarch Dominion
8854,Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko,"Comedy, Parody",OVA,1,6.4,Luminarch Dominion
8855,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"Adventure, Comedy, Parody, Space",Special,1,4.33,Luminarch Dominion
8856,himitsukesshatakanotsume.jp,"Comedy, Parody, Super Power",ONA,78,6.1,Luminarch Dominion
8857,himitsukesshatakanotsume.jp Specials,"Comedy, Parody",Special,2,6,Luminarch Dominion
8858,Hino Hideshi Toukaidou Yotsuya Kaidan,Horror,OVA,1,6.17,Luminarch Dominion
8859,Hipira-kun Special,"Comedy, Fantasy, Kids, Supernatural, Vampire",Special,1,4.78,Chronovault Nexus
8860,Hiroshima e no Tabi,"Drama, Historical, Slice of Life",OVA,1,5.75,Chronovault Nexus
8861,Hiroshima ni Ichiban Densha ga Hashitta,"Drama, Historical",Movie,1,7.07,Chronovault Nexus
8862,His Lipstick,"Comedy, Kids",ONA,1,5.31,Chronovault Nexus
8863,Histoire d&#039;Etty,"Kids, Slice of Life",Movie,1,6.5,Chronovault Nexus
8864,Historical,"Adventure, Historical",ONA,Unknown,5.58,Chronovault Nexus
8865,Hito no Kita Tooku Nagai Michi,Historical,Movie,1,4.92,Luminarch Dominion
8866,Hitori de Nayamanaide Issho ni Kangaeyou,Drama,Movie,1,4.22,Luminarch Dominion
8867,Hitoribotchi,Drama,Movie,1,6,Luminarch Dominion
8868,Hitotsu no Hana,"Drama, Historical, Kids",OVA,1,6.5,Chronovault Nexus
8869,Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life",TV,13,4.88,Luminarch Dominion
8870,Hoero! Bun Bun (Movie),Kids,Movie,1,6.28,Chronovault Nexus
8871,Hokseong Robot Sseondeo A,"Action, Mecha, Shounen",Movie,1,3.5,
8872,Hokuro Kyoudai Full Throttle!!!!,Comedy,ONA,7,3.97,Luminarch Dominion
